Codes:,Corporate general partners,Corporate limited partners,Individual general partners,Individual limited partners,Partnership general partners,Partnership limited partners,Tax-exempt organization general partners,Tax-exempt organization limited partners,Nominee and other general partners,Nominee and other limited partners
236116,120531663.46,63586320.4831,63964043.5177,294925294.726,19142710.4834,11844132.3905,0.0,-6717581.58685,6136740.88567,14311200.2518
236117,120531663.46,63586320.4831,63964043.5177,294925294.726,19142710.4834,11844132.3905,0.0,-6717581.58685,6136740.88567,14311200.2518
236118,120531663.46,63586320.4831,63964043.5177,294925294.726,19142710.4834,11844132.3905,0.0,-6717581.58685,6136740.88567,14311200.2518
2362,482126653.838,254345281.932,255856174.071,1179701178.9,76570841.9338,47376529.562,0.0,-26870326.3474,24546963.5427,57244801.0073
23621,241063326.919,127172640.966,127928087.035,589850589.452,38285420.9669,23688264.781,0.0,-13435163.1737,12273481.7713,28622400.5036
236210,241063326.919,127172640.966,127928087.035,589850589.452,38285420.9669,23688264.781,0.0,-13435163.1737,12273481.7713,28622400.5036
23622,241063326.919,127172640.966,127928087.035,589850589.452,38285420.9669,23688264.781,0.0,-13435163.1737,12273481.7713,28622400.5036
236220,241063326.919,127172640.966,127928087.035,589850589.452,38285420.9669,23688264.781,0.0,-13435163.1737,12273481.7713,28622400.5036
237,772213808.237,407380378.588,409800348.036,1889506694.33,122642174.995,75882156.7381,0.0,-43037730.5882,39316441.1199,91687994.0897
2371,124102387.209,65470051.0992,65858964.0948,303662391.053,19709809.0282,12195012.1809,0.0,-6916588.44879,6318540.47089,14735166.3795
23711,41367462.4029,21823350.3664,21952988.0316,101220797.018,6569936.34274,4065004.06031,0.0,-2305529.48293,2106180.15696,4911722.12649
237110,41367462.4029,21823350.3664,21952988.0316,101220797.018,6569936.34274,4065004.06031,0.0,-2305529.48293,2106180.15696,4911722.12649
23712,41367462.4029,21823350.3664,21952988.0316,101220797.018,6569936.34274,4065004.06031,0.0,-2305529.48293,2106180.15696,4911722.12649
237120,41367462.4029,21823350.3664,21952988.0316,101220797.018,6569936.34274,4065004.06031,0.0,-2305529.48293,2106180.15696,4911722.12649
23713,41367462.4029,21823350.3664,21952988.0316,101220797.018,6569936.34274,4065004.06031,0.0,-2305529.48293,2106180.15696,4911722.12649
237130,41367462.4029,21823350.3664,21952988.0316,101220797.018,6569936.34274,4065004.06031,0.0,-2305529.48293,2106180.15696,4911722.12649
2372,342873625.995,180882530.299,181957030.25,838967141.893,54454824.288,33692728.5572,0.0,-19109348.4524,17457044.3887,40710739.2517
23721,342873625.995,180882530.299,181957030.25,838967141.893,54454824.288,33692728.5572,0.0,-19109348.4524,17457044.3887,40710739.2517
237210,342873625.995,180882530.299,181957030.25,838967141.893,54454824.288,33692728.5572,0.0,-19109348.4524,17457044.3887,40710739.2517
2379,305237795.034,161027797.19,161984353.691,746877161.386,48477541.6784,29994415.9999,0.0,-17011793.687,15540856.2603,36242088.4585
23799,305237795.034,161027797.19,161984353.691,746877161.386,48477541.6784,29994415.9999,0.0,-17011793.687,15540856.2603,36242088.4585
237990,305237795.034,161027797.19,161984353.691,746877161.386,48477541.6784,29994415.9999,0.0,-17011793.687,15540856.2603,36242088.4585
238,584351864.919,308274057.547,310105303.822,1429832967.03,92806141.1378,57421764.971,0.0,-32567635.8838,29751650.9616,69382403.8957
2381,95648525.0947,50459253.5757,50758997.6439,234039493.391,15190796.9367,9398972.53271,0.0,-5330771.62086,4869842.47753,11356726.9971
23811,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238110,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23812,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238120,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23813,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238130,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23814,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238140,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23815,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238150,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23816,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238160,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23817,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238170,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
23819,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
238190,11956065.6368,6307406.69696,6344874.70549,29254936.6739,1898849.61709,1174871.56659,0.0,-666346.452608,608730.309692,1419590.87464
2382,219343805.099,115714535.805,116401917.073,536705746.095,34835949.632,21553980.0253,0.0,-12224670.7963,11167655.52,26043555.931
23821,104003617.73,54866971.7033,55192899.0238,254483317.755,16517743.855,10219991.8439,0.0,-5796425.33238,5295233.09364,12348760.131
238210,104003617.73,54866971.7033,55192899.0238,254483317.755,16517743.855,10219991.8439,0.0,-5796425.33238,5295233.09364,12348760.131
23822,115340187.369,60847564.1014,61209018.0491,282222428.34,18318205.7771,11333988.1814,0.0,-6428245.46391,5872422.42636,13694795.8
238220,115340187.369,60847564.1014,61209018.0491,282222428.34,18318205.7771,11333988.1814,0.0,-6428245.46391,5872422.42636,13694795.8
2383,59427177.8441,31350729.4875,31536962.825,145410570.446,9438161.12435,5839655.25553,0.0,-3312050.1633,3025671.27615,7056023.43912
23831,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
238310,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
23832,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
238320,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
23833,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
238330,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
23834,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
238340,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
23835,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
238350,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
23839,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
238390,9904529.64068,5225121.58125,5256160.47083,24235095.0743,1573026.85406,973275.875922,0.0,-552008.36055,504278.546025,1176003.90652
2389,209932356.881,110749538.679,111407426.28,513677157.094,33341233.4447,20629157.1574,0.0,-11700143.3034,10688481.6879,24926097.5285
23891,104966178.441,55374769.3397,55703713.1402,256838578.547,16670616.7224,10314578.5787,0.0,-5850071.65168,5344240.84395,12463048.7642
238910,104966178.441,55374769.3397,55703713.1402,256838578.547,16670616.7224,10314578.5787,0.0,-5850071.65168,5344240.84395,12463048.7642
23899,104966178.441,55374769.3397,55703713.1402,256838578.547,16670616.7224,10314578.5787,0.0,-5850071.65168,5344240.84395,12463048.7642
238990,104966178.441,55374769.3397,55703713.1402,256838578.547,16670616.7224,10314578.5787,0.0,-5850071.65168,5344240.84395,12463048.7642
31.32.33,17082799910.4,25315804000.0,220571000.0,3348245089.55,1220446000.0,7685930910.45,-1637000.0,-38196089.5546,168327089.555,6233927000.0
311,1077012888.11,1596076013.53,13906257.2289,211095554.178,76945001.8812,484572007.58,-103207.325912,-2408134.55297,10612454.9734,393028060.842
3116,1077012888.11,1596076013.53,13906257.2289,211095554.178,76945001.8812,484572007.58,-103207.325912,-2408134.55297,10612454.9734,393028060.842
31161,1077012888.11,1596076013.53,13906257.2289,211095554.178,76945001.8812,484572007.58,-103207.325912,-2408134.55297,10612454.9734,393028060.842
311615,1077012888.11,1596076013.53,13906257.2289,211095554.178,76945001.8812,484572007.58,-103207.325912,-2408134.55297,10612454.9734,393028060.842
312,573227790.148,849493201.279,7401446.34156,112353194.068,40953097.106,257907908.195,-54930.9186662,-1281702.07006,5648357.76765,209184689.681
3121,573227790.148,849493201.279,7401446.34156,112353194.068,40953097.106,257907908.195,-54930.9186662,-1281702.07006,5648357.76765,209184689.681
31212,573227790.148,849493201.279,7401446.34156,112353194.068,40953097.106,257907908.195,-54930.9186662,-1281702.07006,5648357.76765,209184689.681
312120,573227790.148,849493201.279,7401446.34156,112353194.068,40953097.106,257907908.195,-54930.9186662,-1281702.07006,5648357.76765,209184689.681
313,42303143.4415,62691016.3183,546212.956948,8291456.49678,3022262.30309,19033123.3457,-4053.79950457,-94587.22597,416838.284815,15437440.5523
3131,14101047.8138,20897005.4394,182070.985649,2763818.83226,1007420.7677,6344374.44858,-1351.26650152,-31529.0753233,138946.094938,5145813.51744
31311,14101047.8138,20897005.4394,182070.985649,2763818.83226,1007420.7677,6344374.44858,-1351.26650152,-31529.0753233,138946.094938,5145813.51744
313110,14101047.8138,20897005.4394,182070.985649,2763818.83226,1007420.7677,6344374.44858,-1351.26650152,-31529.0753233,138946.094938,5145813.51744
3132,14101047.8138,20897005.4394,182070.985649,2763818.83226,1007420.7677,6344374.44858,-1351.26650152,-31529.0753233,138946.094938,5145813.51744
31321,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
313210,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
31322,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
313220,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
31323,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
313230,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
31324,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
313240,3525261.95346,5224251.35986,45517.7464123,690954.708065,251855.191924,1586093.61214,-337.816625381,-7882.26883084,34736.5237346,1286453.37936
3133,14101047.8138,20897005.4394,182070.985649,2763818.83226,1007420.7677,6344374.44858,-1351.26650152,-31529.0753233,138946.094938,5145813.51744
31331,7050523.90691,10448502.7197,91035.4928246,1381909.41613,503710.383849,3172187.22429,-675.633250762,-15764.5376617,69473.0474692,2572906.75872
313310,7050523.90691,10448502.7197,91035.4928246,1381909.41613,503710.383849,3172187.22429,-675.633250762,-15764.5376617,69473.0474692,2572906.75872
31332,7050523.90691,10448502.7197,91035.4928246,1381909.41613,503710.383849,3172187.22429,-675.633250762,-15764.5376617,69473.0474692,2572906.75872
313320,7050523.90691,10448502.7197,91035.4928246,1381909.41613,503710.383849,3172187.22429,-675.633250762,-15764.5376617,69473.0474692,2572906.75872
314,31879536.0449,47243782.6559,411624.627217,6248419.49675,2277568.80908,14343310.9784,-3054.93249227,-71280.6811594,314128.219432,11633614.0176
3141,15939768.0224,23621891.3279,205812.313608,3124209.74837,1138784.40454,7171655.48922,-1527.46624614,-35640.3405797,157064.109716,5816807.00879
31411,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
314110,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
31412,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
314120,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
3149,15939768.0224,23621891.3279,205812.313608,3124209.74837,1138784.40454,7171655.48922,-1527.46624614,-35640.3405797,157064.109716,5816807.00879
31491,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
314910,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
31499,7969884.01122,11810945.664,102906.156804,1562104.87419,569392.20227,3585827.74461,-763.733123069,-17820.1702899,78532.054858,2908403.50439
314994,3984942.00561,5905472.83198,51453.0784021,781052.437094,284696.101135,1792913.8723,-381.866561534,-8910.08514493,39266.027429,1454201.7522
314999,3984942.00561,5905472.83198,51453.0784021,781052.437094,284696.101135,1792913.8723,-381.866561534,-8910.08514493,39266.027429,1454201.7522
315,121863233.673,180594852.989,1573483.00369,23885310.1296,8706271.62191,54828974.1403,-11677.8346974,-272478.692672,1200791.64747,44470842.4078
3151,4880.87423946,7233.19691401,63.0212446154,956.656010179,348.704162859,2196.01367362,-0.467721402339,-10.9133344962,48.0941859366,1781.14910111
31511,2440.43711973,3616.598457,31.5106223077,478.328005089,174.352081429,1098.00683681,-0.23386070117,-5.45666724812,24.0470929683,890.574550557
315110,2440.43711973,3616.598457,31.5106223077,478.328005089,174.352081429,1098.00683681,-0.23386070117,-5.45666724812,24.0470929683,890.574550557
31519,2440.43711973,3616.598457,31.5106223077,478.328005089,174.352081429,1098.00683681,-0.23386070117,-5.45666724812,24.0470929683,890.574550557
315190,2440.43711973,3616.598457,31.5106223077,478.328005089,174.352081429,1098.00683681,-0.23386070117,-5.45666724812,24.0470929683,890.574550557
3152,4880.87423946,7233.19691401,63.0212446154,956.656010179,348.704162859,2196.01367362,-0.467721402339,-10.9133344962,48.0941859366,1781.14910111
31521,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
315210,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
31522,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
315220,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
31524,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
315240,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
31528,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
315280,1220.21855987,1808.2992285,15.7553111539,239.164002545,87.1760407147,549.003418405,-0.116930350585,-2.72833362406,12.0235464841,445.287275278
3159,121853471.924,180580386.595,1573356.9612,23883396.8176,8705574.21359,54824582.1129,-11676.8992546,-272456.866003,1200695.4591,44467280.1096
31599,121853471.924,180580386.595,1573356.9612,23883396.8176,8705574.21359,54824582.1129,-11676.8992546,-272456.866003,1200695.4591,44467280.1096
